Date,Close
14/12/2000,0.8892
15/12/2000,0.8958
18/12/2000,0.8937
19/12/2000,0.8933
20/12/2000,0.9079
21/12/2000,0.914
22/12/2000,0.9235
25/12/2000,0.9235
26/12/2000,0.932
27/12/2000,0.9304
28/12/2000,0.9286
29/12/2000,0.9398
01/01/2001,0.9398
02/01/2001,0.9488
03/01/2001,0.9291
04/01/2001,0.9503
05/01/2001,0.9575
08/01/2001,0.9506
09/01/2001,0.9441
10/01/2001,0.939
11/01/2001,0.9517
12/01/2001,0.9504
15/01/2001,0.9425
16/01/2001,0.9413
17/01/2001,0.9344
18/01/2001,0.9444
19/01/2001,0.9342
22/01/2001,0.9381
23/01/2001,0.9389
24/01/2001,0.9234
25/01/2001,0.9214
26/01/2001,0.924
29/01/2001,0.9184
30/01/2001,0.927
31/01/2001,0.9365
01/02/2001,0.942
02/02/2001,0.9348
05/02/2001,0.9389
06/02/2001,0.93
07/02/2001,0.9308
08/02/2001,0.9178
09/02/2001,0.9263
12/02/2001,0.9313
13/02/2001,0.9205
14/02/2001,0.919
15/02/2001,0.9034
16/02/2001,0.9162
19/02/2001,0.9215
20/02/2001,0.9097
21/02/2001,0.9083
22/02/2001,0.9051
23/02/2001,0.919
26/02/2001,0.9115
27/02/2001,0.917
28/02/2001,0.9233
01/03/2001,0.9319
02/03/2001,0.9342
05/03/2001,0.93
06/03/2001,0.9335
07/03/2001,0.9287
08/03/2001,0.9317
09/03/2001,0.9324
12/03/2001,0.9279
13/03/2001,0.9142
14/03/2001,0.9097
15/03/2001,0.9007
16/03/2001,0.8956
19/03/2001,0.8985
20/03/2001,0.9086
21/03/2001,0.8957
22/03/2001,0.8879
23/03/2001,0.889
26/03/2001,0.896
27/03/2001,0.8931
28/03/2001,0.8863
29/03/2001,0.8826
30/03/2001,0.879
02/04/2001,0.8799
03/04/2001,0.8962
04/04/2001,0.9023
05/04/2001,0.8966
06/04/2001,0.9027
09/04/2001,0.8981
10/04/2001,0.8881
11/04/2001,0.887
12/04/2001,0.8917
13/04/2001,0.891
16/04/2001,0.8862
17/04/2001,0.8819
18/04/2001,0.8846
19/04/2001,0.894
20/04/2001,0.9039
23/04/2001,0.8972
24/04/2001,0.8942
25/04/2001,0.8965
26/04/2001,0.9039
27/04/2001,0.8913
30/04/2001,0.8883
01/05/2001,0.8921
02/05/2001,0.8932
03/05/2001,0.89
04/05/2001,0.8946
07/05/2001,0.8904
08/05/2001,0.8835
09/05/2001,0.8849
10/05/2001,0.8819
11/05/2001,0.8762
14/05/2001,0.8744
15/05/2001,0.8782
16/05/2001,0.8743
17/05/2001,0.8829
18/05/2001,0.8796
21/05/2001,0.8769
22/05/2001,0.8652
23/05/2001,0.8552
24/05/2001,0.8566
25/05/2001,0.8582
28/05/2001,0.8595
29/05/2001,0.8561
30/05/2001,0.8569
31/05/2001,0.8562
01/06/2001,0.8476
04/06/2001,0.846
05/06/2001,0.8525
06/06/2001,0.8478
07/06/2001,0.8505
08/06/2001,0.8512
11/06/2001,0.8438
12/06/2001,0.852
13/06/2001,0.8531
14/06/2001,0.8629
15/06/2001,0.8615
18/06/2001,0.8611
19/06/2001,0.854
20/06/2001,0.8545
21/06/2001,0.8552
22/06/2001,0.856
25/06/2001,0.8605
26/06/2001,0.8633
27/06/2001,0.8608
28/06/2001,0.8443
29/06/2001,0.8494
02/07/2001,0.8463
03/07/2001,0.848
04/07/2001,0.846
05/07/2001,0.8365
06/07/2001,0.8473
09/07/2001,0.8477
10/07/2001,0.8548
11/07/2001,0.8594
12/07/2001,0.8535
13/07/2001,0.8539
16/07/2001,0.8551
17/07/2001,0.8589
18/07/2001,0.8723
19/07/2001,0.8715
20/07/2001,0.8715
23/07/2001,0.8687
24/07/2001,0.8751
25/07/2001,0.8803
26/07/2001,0.8782
27/07/2001,0.8763
30/07/2001,0.8749
31/07/2001,0.8751
01/08/2001,0.8811
02/08/2001,0.883
03/08/2001,0.8842
06/08/2001,0.8818
07/08/2001,0.8771
08/08/2001,0.8806
09/08/2001,0.8925
10/08/2001,0.8936
13/08/2001,0.8977
14/08/2001,0.9027
15/08/2001,0.9125
16/08/2001,0.9142
17/08/2001,0.9174
20/08/2001,0.9137
21/08/2001,0.913
22/08/2001,0.9146
23/08/2001,0.9154
24/08/2001,0.913
27/08/2001,0.9116
28/08/2001,0.9111
29/08/2001,0.9104
30/08/2001,0.9173
31/08/2001,0.9097
03/09/2001,0.9077
04/09/2001,0.8858
05/09/2001,0.8864
06/09/2001,0.8947
07/09/2001,0.9053
10/09/2001,0.9001
11/09/2001,0.915
12/09/2001,0.907
13/09/2001,0.9121
14/09/2001,0.9218
17/09/2001,0.9258
18/09/2001,0.9251
19/09/2001,0.93
20/09/2001,0.9257
21/09/2001,0.9132
24/09/2001,0.9163
25/09/2001,0.9229
26/09/2001,0.9234
27/09/2001,0.9174
28/09/2001,0.9101
01/10/2001,0.9169
02/10/2001,0.9188
03/10/2001,0.913
04/10/2001,0.9156
05/10/2001,0.917
08/10/2001,0.92
09/10/2001,0.9135
10/10/2001,0.9106
11/10/2001,0.9033
12/10/2001,0.9091
15/10/2001,0.9083
16/10/2001,0.9086
17/10/2001,0.903
18/10/2001,0.9042
19/10/2001,0.8991
22/10/2001,0.8925
23/10/2001,0.8906
24/10/2001,0.8934
25/10/2001,0.8938
26/10/2001,0.8919
29/10/2001,0.9035
30/10/2001,0.9049
31/10/2001,0.9
01/11/2001,0.9037
02/11/2001,0.9024
05/11/2001,0.8975
06/11/2001,0.8973
07/11/2001,0.8954
08/11/2001,0.8939
09/11/2001,0.8935
12/11/2001,0.895
13/11/2001,0.8813
14/11/2001,0.8832
15/11/2001,0.8814
16/11/2001,0.8846
19/11/2001,0.8796
20/11/2001,0.8828
21/11/2001,0.8782
22/11/2001,0.878
23/11/2001,0.8784
26/11/2001,0.8804
27/11/2001,0.8822
28/11/2001,0.8877
29/11/2001,0.8888
30/11/2001,0.896
03/12/2001,0.8919
04/12/2001,0.8901
05/12/2001,0.8869
06/12/2001,0.8951
07/12/2001,0.8897
10/12/2001,0.8897
11/12/2001,0.8916
12/12/2001,0.8982
13/12/2001,0.8935
14/12/2001,0.9041
17/12/2001,0.9026
18/12/2001,0.9028
19/12/2001,0.9001
20/12/2001,0.9
21/12/2001,0.887
24/12/2001,0.8767
25/12/2001,0.879
26/12/2001,0.8786
27/12/2001,0.8829
28/12/2001,0.8839
31/12/2001,0.8904
01/01/2002,0.8904
02/01/2002,0.9039
03/01/2002,0.8999
04/01/2002,0.8953
07/01/2002,0.8933
08/01/2002,0.8925
09/01/2002,0.8907
10/01/2002,0.8917
11/01/2002,0.8922
14/01/2002,0.8943
15/01/2002,0.8844
16/01/2002,0.8827
17/01/2002,0.8815
18/01/2002,0.8847
21/01/2002,0.8835
22/01/2002,0.8858
23/01/2002,0.8776
24/01/2002,0.8767
25/01/2002,0.8648
28/01/2002,0.8613
29/01/2002,0.8647
30/01/2002,0.8616
31/01/2002,0.8588
01/02/2002,0.8619
04/02/2002,0.8701
05/02/2002,0.8674
06/02/2002,0.8687
07/02/2002,0.871
08/02/2002,0.8724
11/02/2002,0.8766
12/02/2002,0.8763
13/02/2002,0.8713
14/02/2002,0.8737
15/02/2002,0.8727
18/02/2002,0.871
19/02/2002,0.8759
20/02/2002,0.8703
21/02/2002,0.8687
22/02/2002,0.8757
25/02/2002,0.8689
26/02/2002,0.8638
27/02/2002,0.8656
28/02/2002,0.8688
01/03/2002,0.8651
04/03/2002,0.8693
05/03/2002,0.8717
06/03/2002,0.8761
07/03/2002,0.8835
08/03/2002,0.8735
11/03/2002,0.8753
12/03/2002,0.8763
13/03/2002,0.8765
14/03/2002,0.8824
15/03/2002,0.8825
18/03/2002,0.8821
19/03/2002,0.8828
20/03/2002,0.8843
21/03/2002,0.8818
22/03/2002,0.8767
25/03/2002,0.8772
26/03/2002,0.8768
27/03/2002,0.8727
28/03/2002,0.8709
29/03/2002,0.8716
01/04/2002,0.8807
02/04/2002,0.8789
03/04/2002,0.8809
04/04/2002,0.8777
05/04/2002,0.8796
08/04/2002,0.8741
09/04/2002,0.8805
10/04/2002,0.8804
11/04/2002,0.883
12/04/2002,0.8792
15/04/2002,0.8803
16/04/2002,0.8819
17/04/2002,0.8894
18/04/2002,0.8912
19/04/2002,0.8917
22/04/2002,0.8897
23/04/2002,0.8886
24/04/2002,0.8922
25/04/2002,0.898
26/04/2002,0.9015
29/04/2002,0.9034
30/04/2002,0.9008
01/05/2002,0.9057
02/05/2002,0.9027
03/05/2002,0.9168
06/05/2002,0.9166
07/05/2002,0.9151
08/05/2002,0.9053
09/05/2002,0.9089
10/05/2002,0.9138
13/05/2002,0.9119
14/05/2002,0.9023
15/05/2002,0.9114
16/05/2002,0.9117
17/05/2002,0.9214
20/05/2002,0.9223
21/05/2002,0.9201
22/05/2002,0.9262
23/05/2002,0.9215
24/05/2002,0.9211
27/05/2002,0.921
28/05/2002,0.9291
29/05/2002,0.9365
30/05/2002,0.9387
31/05/2002,0.9323
03/06/2002,0.9377
04/06/2002,0.9413
05/06/2002,0.9394
06/06/2002,0.9456
07/06/2002,0.9441
10/06/2002,0.9435
11/06/2002,0.9473
12/06/2002,0.9447
13/06/2002,0.942
14/06/2002,0.9455
17/06/2002,0.9442
18/06/2002,0.9515
19/06/2002,0.9565
20/06/2002,0.9637
21/06/2002,0.9701
24/06/2002,0.9706
25/06/2002,0.9773
26/06/2002,0.986
27/06/2002,0.9882
28/06/2002,0.9919
01/07/2002,0.9875
02/07/2002,0.9834
03/07/2002,0.9811
04/07/2002,0.979
05/07/2002,0.9734
08/07/2002,0.9777
09/07/2002,0.9943
10/07/2002,0.9884
11/07/2002,0.991
12/07/2002,0.9905
15/07/2002,1.0056
16/07/2002,1.0079
17/07/2002,1.0094
18/07/2002,1.0098
19/07/2002,1.0135
22/07/2002,1.0078
23/07/2002,0.9861
24/07/2002,0.996
25/07/2002,1.0017
26/07/2002,0.9872
29/07/2002,0.9806
30/07/2002,0.9841
31/07/2002,0.9769
01/08/2002,0.9835
02/08/2002,0.9866
05/08/2002,0.9808
06/08/2002,0.9649
07/08/2002,0.9743
08/08/2002,0.9658
09/08/2002,0.9705
12/08/2002,0.9789
13/08/2002,0.9816
14/08/2002,0.9783
15/08/2002,0.982
16/08/2002,0.9837
19/08/2002,0.9768
20/08/2002,0.9789
21/08/2002,0.9796
22/08/2002,0.9702
23/08/2002,0.972
26/08/2002,0.9723
27/08/2002,0.9832
28/08/2002,0.9801
29/08/2002,0.9839
30/08/2002,0.9808
02/09/2002,0.9845
03/09/2002,0.9864
04/09/2002,0.9912
05/09/2002,0.993
06/09/2002,0.9909
09/09/2002,0.9787
10/09/2002,0.9748
11/09/2002,0.9758
12/09/2002,0.9817
13/09/2002,0.9726
16/09/2002,0.971
17/09/2002,0.9711
18/09/2002,0.9762
19/09/2002,0.9844
20/09/2002,0.9805
23/09/2002,0.9778
24/09/2002,0.9813
25/09/2002,0.9762
26/09/2002,0.9774
27/09/2002,0.9793
30/09/2002,0.9865
01/10/2002,0.9847
02/10/2002,0.9846
03/10/2002,0.9867
04/10/2002,0.9797
07/10/2002,0.982
08/10/2002,0.9782
09/10/2002,0.9903
10/10/2002,0.986
11/10/2002,0.9861
14/10/2002,0.9865
15/10/2002,0.9805
16/10/2002,0.9818
17/10/2002,0.9717
18/10/2002,0.9716
21/10/2002,0.9739
22/10/2002,0.9785
23/10/2002,0.9765
24/10/2002,0.9773
25/10/2002,0.9767
28/10/2002,0.9841
29/10/2002,0.9846
30/10/2002,0.9846
31/10/2002,0.989
01/11/2002,0.9965
04/11/2002,0.9972
05/11/2002,0.9995
06/11/2002,1.0026
07/11/2002,1.0092
08/11/2002,1.0131
11/11/2002,1.01
12/11/2002,1.0115
13/11/2002,1.0067
14/11/2002,1.0057
15/11/2002,1.0088
18/11/2002,1.0086
19/11/2002,1.003
20/11/2002,1.0017
21/11/2002,1.001
22/11/2002,0.997
25/11/2002,0.9955
26/11/2002,0.9924
27/11/2002,0.99
28/11/2002,0.9948
29/11/2002,0.9943
02/12/2002,0.9972
03/12/2002,0.9956
04/12/2002,0.9997
05/12/2002,1.0004
06/12/2002,1.0091
09/12/2002,1.0098
10/12/2002,1.0092
11/12/2002,1.008
12/12/2002,1.0185
13/12/2002,1.0224
16/12/2002,1.0222
17/12/2002,1.0285
18/12/2002,1.026
19/12/2002,1.0267
20/12/2002,1.0268
23/12/2002,1.0246
24/12/2002,1.0304
25/12/2002,1.031
26/12/2002,1.0372
27/12/2002,1.0439
30/12/2002,1.048
31/12/2002,1.0501
01/01/2003,1.0501
02/01/2003,1.036
03/01/2003,1.0415
06/01/2003,1.0472
07/01/2003,1.0415
08/01/2003,1.049
09/01/2003,1.0485
10/01/2003,1.0583
13/01/2003,1.0547
14/01/2003,1.0568
15/01/2003,1.0546
16/01/2003,1.0617
17/01/2003,1.0654
20/01/2003,1.068
21/01/2003,1.0716
22/01/2003,1.0716
23/01/2003,1.0759
24/01/2003,1.0838
27/01/2003,1.0854
28/01/2003,1.0819
29/01/2003,1.0832
30/01/2003,1.0805
31/01/2003,1.0755
03/02/2003,1.0768
04/02/2003,1.0877
05/02/2003,1.0804
06/02/2003,1.0832
07/02/2003,1.083
10/02/2003,1.0745
11/02/2003,1.0733
12/02/2003,1.0719
13/02/2003,1.0837
14/02/2003,1.0774
17/02/2003,1.0737
18/02/2003,1.0686
19/02/2003,1.0758
20/02/2003,1.0823
21/02/2003,1.0764
24/02/2003,1.0793
25/02/2003,1.0764
26/02/2003,1.0801
27/02/2003,1.0767
28/02/2003,1.08
03/03/2003,1.0887
04/03/2003,1.0879
05/03/2003,1.0973
06/03/2003,1.0973
07/03/2003,1.1007
10/03/2003,1.1045
11/03/2003,1.103
12/03/2003,1.1003
13/03/2003,1.0807
14/03/2003,1.0742
17/03/2003,1.0637
18/03/2003,1.0632
19/03/2003,1.057
20/03/2003,1.0606
21/03/2003,1.053
24/03/2003,1.0645
25/03/2003,1.065
26/03/2003,1.0685
27/03/2003,1.0687
28/03/2003,1.078
31/03/2003,1.0915
01/04/2003,1.0908
02/04/2003,1.0767
03/04/2003,1.0735
04/04/2003,1.073
07/04/2003,1.0658
08/04/2003,1.0716
09/04/2003,1.0757
10/04/2003,1.08
11/04/2003,1.0755
14/04/2003,1.078
15/04/2003,1.0815
16/04/2003,1.0912
17/04/2003,1.0881
18/04/2003,1.0884
21/04/2003,1.0865
22/04/2003,1.097
23/04/2003,1.097
24/04/2003,1.103
25/04/2003,1.1025
28/04/2003,1.0985
29/04/2003,1.1068
30/04/2003,1.1176
01/05/2003,1.123
02/05/2003,1.1227
05/05/2003,1.1282
06/05/2003,1.1436
07/05/2003,1.137
08/05/2003,1.1497
09/05/2003,1.1491
12/05/2003,1.1551
13/05/2003,1.1516
14/05/2003,1.1504
15/05/2003,1.1394
16/05/2003,1.1571
19/05/2003,1.1658
20/05/2003,1.1709
21/05/2003,1.168
22/05/2003,1.1698
23/05/2003,1.1807
26/05/2003,1.1851
27/05/2003,1.1835
28/05/2003,1.1761
29/05/2003,1.1773
30/05/2003,1.1785
02/06/2003,1.176
03/06/2003,1.1747
04/06/2003,1.168
05/06/2003,1.1845
06/06/2003,1.1698
09/06/2003,1.174
10/06/2003,1.1685
11/06/2003,1.1746
12/06/2003,1.1766
13/06/2003,1.1867
16/06/2003,1.1839
17/06/2003,1.18
18/06/2003,1.1687
19/06/2003,1.172
20/06/2003,1.1582
23/06/2003,1.155
24/06/2003,1.1511
25/06/2003,1.1545
26/06/2003,1.1425
27/06/2003,1.143
30/06/2003,1.15
01/07/2003,1.1563
02/07/2003,1.1542
03/07/2003,1.1487
04/07/2003,1.1493
07/07/2003,1.1315
08/07/2003,1.131
