Date,Close
01/01/1999,113.63
04/01/1999,112.04
05/01/1999,111.17
06/01/1999,113.01
07/01/1999,110.94
08/01/1999,110.89
11/01/1999,108.61
12/01/1999,112.48
13/01/1999,113.15
14/01/1999,113.43
15/01/1999,113.99
18/01/1999,114.2
19/01/1999,113.5
20/01/1999,112.86
21/01/1999,113.64
22/01/1999,114.67
25/01/1999,113.94
26/01/1999,113.95
27/01/1999,115.72
28/01/1999,116.39
29/01/1999,116.4
01/02/1999,115.07
02/02/1999,112.05
03/02/1999,112.83
04/02/1999,112.35
05/02/1999,113.22
08/02/1999,114.51
09/02/1999,114.38
10/02/1999,114.31
11/02/1999,114.58
12/02/1999,114.49
15/02/1999,115.45
16/02/1999,118.78
17/02/1999,119.1
18/02/1999,119.82
19/02/1999,121.08
22/02/1999,120.87
23/02/1999,120.91
24/02/1999,121.76
25/02/1999,119.64
26/02/1999,119.05
01/03/1999,119.74
02/03/1999,120.35
03/03/1999,121.76
04/03/1999,123.31
05/03/1999,122.63
08/03/1999,121.66
09/03/1999,120.91
10/03/1999,119.91
11/03/1999,119.32
12/03/1999,118.81
15/03/1999,117.7
16/03/1999,117.71
17/03/1999,118.01
18/03/1999,117.43
19/03/1999,117.23
22/03/1999,118.08
23/03/1999,118
24/03/1999,117.96
25/03/1999,118.09
26/03/1999,120.25
29/03/1999,120.12
30/03/1999,120.3
31/03/1999,119.01
01/04/1999,120.48
02/04/1999,120.43
05/04/1999,121.82
06/04/1999,120.72
07/04/1999,121.33
08/04/1999,121.39
09/04/1999,120.91
12/04/1999,120.18
13/04/1999,119.8
14/04/1999,118.62
15/04/1999,118.79
16/04/1999,117.75
19/04/1999,117.57
20/04/1999,118.85
21/04/1999,119.73
22/04/1999,119.5
23/04/1999,119.37
26/04/1999,119.27
27/04/1999,120.37
28/04/1999,119.23
29/04/1999,119.01
30/04/1999,119.39
03/05/1999,120.29
04/05/1999,120.83
05/05/1999,120.61
06/05/1999,120.44
07/05/1999,120.83
10/05/1999,120.51
11/05/1999,120.95
12/05/1999,120.91
13/05/1999,121.82
14/05/1999,122.75
17/05/1999,123.43
18/05/1999,123.18
19/05/1999,124.33
20/05/1999,124.37
21/05/1999,124
24/05/1999,123.2
25/05/1999,122.8
26/05/1999,122.07
27/05/1999,120.39
28/05/1999,121.45
31/05/1999,121.6
01/06/1999,120.56
02/06/1999,121.33
03/06/1999,121.65
04/06/1999,122.25
07/06/1999,120.77
08/06/1999,118.89
09/06/1999,118.89
10/06/1999,118.85
