Date,Close,High,Low
14/05/1999,1.0652,1.0741,1.0649
17/05/1999,1.0669,1.0688,1.064
18/05/1999,1.0686,1.0709,1.0656
19/05/1999,1.0659,1.0685,1.0623
20/05/1999,1.0631,1.0707,1.0615
21/05/1999,1.0579,1.062,1.0546
24/05/1999,1.0592,1.0608,1.055
25/05/1999,1.0593,1.0641,1.0565
26/05/1999,1.0468,1.0625,1.045
27/05/1999,1.0441,1.0485,1.041
28/05/1999,1.0401,1.051,1.0395
31/05/1999,1.042,1.0485,1.0415
01/06/1999,1.0448,1.0478,1.0415
02/06/1999,1.0348,1.046,1.033
03/06/1999,1.0325,1.0404,1.0305
04/06/1999,1.0373,1.0377,1.027
07/06/1999,1.0284,1.037,1.026
08/06/1999,1.0458,1.0468,1.0265
09/06/1999,1.0471,1.0492,1.0427
10/06/1999,1.0482,1.052,1.0435
11/06/1999,1.0542,1.0563,1.0473
14/06/1999,1.0422,1.051,1.0408
15/06/1999,1.0422,1.0435,1.038
16/06/1999,1.0313,1.044,1.029
17/06/1999,1.0342,1.0355,1.029
18/06/1999,1.0387,1.0423,1.0295
21/06/1999,1.0348,1.0415,1.031
22/06/1999,1.0323,1.0355,1.0295
23/06/1999,1.0328,1.035,1.0272
24/06/1999,1.0408,1.0422,1.0308
25/06/1999,1.0431,1.048,1.0405
28/06/1999,1.0361,1.0435,1.0346
29/06/1999,1.0335,1.0367,1.032
30/06/1999,1.034,1.036,1.0291
01/07/1999,1.0233,1.039,1.0203
02/07/1999,1.0245,1.025,1.021
05/07/1999,1.0225,1.0255,1.0217
06/07/1999,1.0234,1.026,1.0185
07/07/1999,1.0227,1.027,1.02
08/07/1999,1.021,1.0227,1.0146
09/07/1999,1.0174,1.024,1.0165
12/07/1999,1.0156,1.02,1.0112
13/07/1999,1.0173,1.021,1.011
14/07/1999,1.0212,1.0227,1.0125
15/07/1999,1.0207,1.0253,1.0185
16/07/1999,1.0196,1.023,1.0185
19/07/1999,1.0301,1.0341,1.0125
20/07/1999,1.0413,1.0437,1.028
21/07/1999,1.0523,1.055,1.044
22/07/1999,1.0523,1.058,1.0475
23/07/1999,1.0514,1.0547,1.0457
26/07/1999,1.0661,1.0722,1.0515
27/07/1999,1.0621,1.07,1.061
28/07/1999,1.0662,1.069,1.0593
29/07/1999,1.0726,1.0744,1.0655
30/07/1999,1.0707,1.074,1.0677
02/08/1999,1.0689,1.071,1.0625
03/08/1999,1.0686,1.0704,1.0627
04/08/1999,1.0775,1.0799,1.067
05/08/1999,1.0758,1.0826,1.074
06/08/1999,1.0759,1.0794,1.072
09/08/1999,1.0706,1.0735,1.068
10/08/1999,1.071,1.0765,1.07
11/08/1999,1.0657,1.0725,1.0643
12/08/1999,1.0666,1.067,1.0623
13/08/1999,1.0567,1.07,1.0559
16/08/1999,1.0568,1.06,1.0565
17/08/1999,1.0513,1.0585,1.0491
18/08/1999,1.0528,1.0562,1.05
19/08/1999,1.0633,1.0647,1.046
20/08/1999,1.0669,1.069,1.0625
23/08/1999,1.0502,1.0675,1.0453
24/08/1999,1.0531,1.0552,1.041
25/08/1999,1.0424,1.0545,1.041
26/08/1999,1.0448,1.047,1.0415
27/08/1999,1.0459,1.0485,1.042
30/08/1999,1.0461,1.0485,1.0437
31/08/1999,1.0577,1.0608,1.0485
01/09/1999,1.0594,1.064,1.056
02/09/1999,1.069,1.072,1.0555
03/09/1999,1.0615,1.072,1.0587
06/09/1999,1.058,1.062,1.057
07/09/1999,1.059,1.06,1.0515
08/09/1999,1.0594,1.064,1.0567
09/09/1999,1.0537,1.0635,1.0524
10/09/1999,1.0357,1.056,1.0345
13/09/1999,1.0414,1.0424,1.03
14/09/1999,1.0355,1.0438,1.032
15/09/1999,1.0396,1.0423,1.0286
16/09/1999,1.0406,1.047,1.035
17/09/1999,1.0413,1.0417,1.0385
20/09/1999,1.0385,1.045,1.0381
21/09/1999,1.0485,1.0501,1.0365
22/09/1999,1.0446,1.054,1.0408
23/09/1999,1.0439,1.048,1.0392
24/09/1999,1.0452,1.054,1.0422
27/09/1999,1.0474,1.048,1.0392
28/09/1999,1.0547,1.0571,1.0445
29/09/1999,1.0638,1.066,1.0515
30/09/1999,1.067,1.0695,1.061
01/10/1999,1.0739,1.0765,1.067
04/10/1999,1.0739,1.077,1.069
05/10/1999,1.0753,1.0762,1.067
06/10/1999,1.0691,1.078,1.0684
07/10/1999,1.0718,1.0748,1.0658
08/10/1999,1.0613,1.072,1.0602
11/10/1999,1.064,1.0655,1.061
12/10/1999,1.0759,1.077,1.063
13/10/1999,1.0789,1.0805,1.0736
14/10/1999,1.079,1.0831,1.075
15/10/1999,1.0896,1.0914,1.0765
18/10/1999,1.0841,1.09,1.083
19/10/1999,1.0839,1.0851,1.0776
20/10/1999,1.0742,1.084,1.0729
21/10/1999,1.082,1.0832,1.0745
22/10/1999,1.0669,1.081,1.0655
25/10/1999,1.0662,1.07,1.0635
26/10/1999,1.0585,1.0695,1.0563
27/10/1999,1.05,1.064,1.0475
28/10/1999,1.0522,1.0544,1.0469
29/10/1999,1.0542,1.056,1.0435
01/11/1999,1.0507,1.0595,1.0483
02/11/1999,1.0519,1.0555,1.0485
03/11/1999,1.048,1.053,1.0457
04/11/1999,1.0359,1.054,1.0344
05/11/1999,1.042,1.0435,1.036
08/11/1999,1.0387,1.046,1.0346
09/11/1999,1.0394,1.0434,1.0365
10/11/1999,1.0444,1.0482,1.0388
11/11/1999,1.042,1.045,1.0395
12/11/1999,1.0319,1.0415,1.028
15/11/1999,1.0317,1.0345,1.0297
16/11/1999,1.0325,1.0355,1.0299
17/11/1999,1.0407,1.044,1.03
18/11/1999,1.0293,1.0435,1.0263
19/11/1999,1.031,1.0333,1.0246
22/11/1999,1.0315,1.0341,1.029
23/11/1999,1.0271,1.0335,1.0258
24/11/1999,1.019,1.028,1.0156
25/11/1999,1.019,1.021,1.0134
26/11/1999,1.0164,1.0195,1.0076
29/11/1999,1.0103,1.02,1.0037
30/11/1999,1.0086,1.0145,1.0045
01/12/1999,1.0087,1.0125,1.0047
02/12/1999,1.0026,1.0125,1
03/12/1999,1.0024,1.004,0.9995
06/12/1999,1.0224,1.0267,1
07/12/1999,1.0247,1.0295,1.0198
08/12/1999,1.0274,1.0285,1.0223
09/12/1999,1.0213,1.0285,1.0157
10/12/1999,1.012,1.0225,1.0113
13/12/1999,1.014,1.016,1.0107
14/12/1999,1.0055,1.0145,1.0028
15/12/1999,1.007,1.0089,1.0014
16/12/1999,1.0167,1.019,1.0065
17/12/1999,1.008,1.0245,1.006
20/12/1999,1.0116,1.014,1.004
21/12/1999,1.0086,1.015,1.0075
22/12/1999,1.0088,1.011,1.006
23/12/1999,1.0147,1.0179,1.007
24/12/1999,1.013,1.016,1.0115
27/12/1999,1.0126,1.0155,1.0106
28/12/1999,1.0059,1.0145,1.0038
29/12/1999,1.0054,1.0105,1.0037
30/12/1999,1.0087,1.0092,1.0022
31/12/1999,1.0107,1.0117,1.0045
03/01/2000,1.0276,1.028,1.0052
04/01/2000,1.0299,1.0342,1.0215
05/01/2000,1.0317,1.04,1.0285
06/01/2000,1.0299,1.0412,1.0276
07/01/2000,1.0283,1.033,1.0256
10/01/2000,1.0256,1.03,1.0205
11/01/2000,1.0326,1.0337,1.0245
12/01/2000,1.0312,1.032,1.0263
13/01/2000,1.0257,1.0315,1.0237
14/01/2000,1.0142,1.0223,1.0112
17/01/2000,1.0118,1.0145,1.0075
18/01/2000,1.0122,1.014,1.0075
19/01/2000,1.0123,1.0127,1.0086
20/01/2000,1.0167,1.0186,1.0075
21/01/2000,1.0098,1.019,1.0048
24/01/2000,1.0043,1.007,1.0001
25/01/2000,1.0017,1.0095,0.999
26/01/2000,1.0013,1.0055,0.9995
27/01/2000,0.9877,1.003,0.9869
28/01/2000,0.9773,0.989,0.9738
31/01/2000,0.9695,0.9825,0.9667
01/02/2000,0.9732,0.9779,0.9665
02/02/2000,0.9756,0.98,0.969
03/02/2000,0.9901,0.9947,0.9715
04/02/2000,0.9825,0.994,0.9751
07/02/2000,0.9802,0.983,0.9755
08/02/2000,0.9857,0.9915,0.9785
09/02/2000,0.9922,0.9967,0.985
10/02/2000,0.9862,0.996,0.9832
11/02/2000,0.987,0.9879,0.979
14/02/2000,0.9813,0.9915,0.9777
15/02/2000,0.9813,0.9861,0.9765
16/02/2000,0.9865,0.987,0.979
17/02/2000,0.9886,0.9955,0.9837
18/02/2000,0.9847,0.99,0.9811
21/02/2000,0.987,0.989,0.9845
22/02/2000,1.005,1.0081,0.987
23/02/2000,1.0029,1.009,1.0011
24/02/2000,0.9943,1.004,0.9888
25/02/2000,0.9742,0.9925,0.9725
28/02/2000,0.9728,0.9745,0.939
29/02/2000,0.9664,0.987,0.9645
01/03/2000,0.9743,0.9767,0.9625
02/03/2000,0.9662,0.9795,0.9612
03/03/2000,0.9617,0.968,0.9591
06/03/2000,0.9591,0.967,0.956
07/03/2000,0.957,0.9625,0.9528
08/03/2000,0.9613,0.9632,0.9522
09/03/2000,0.9678,0.9698,0.9595
10/03/2000,0.963,0.9685,0.9599
13/03/2000,0.9646,0.973,0.9615
14/03/2000,0.9672,0.9683,0.9592
15/03/2000,0.968,0.9712,0.964
16/03/2000,0.9715,0.974,0.9645
17/03/2000,0.9726,0.9731,0.9658
20/03/2000,0.9733,0.9745,0.9685
21/03/2000,0.9644,0.9735,0.9632
22/03/2000,0.9602,0.963,0.9579
23/03/2000,0.972,0.9732,0.96
24/03/2000,0.9751,0.9773,0.9674
27/03/2000,0.9655,0.979,0.9633
28/03/2000,0.9614,0.9699,0.9598
29/03/2000,0.9507,0.96,0.9477
30/03/2000,0.9611,0.9624,0.9512
31/03/2000,0.9557,0.963,0.953
03/04/2000,0.9581,0.9604,0.95
04/04/2000,0.9637,0.9756,0.9516
05/04/2000,0.9628,0.971,0.9595
06/04/2000,0.9602,0.9645,0.9567
07/04/2000,0.9547,0.9615,0.9537
10/04/2000,0.9615,0.9627,0.9535
11/04/2000,0.9589,0.9646,0.9564
12/04/2000,0.9562,0.96,0.952
13/04/2000,0.9541,0.9595,0.9513
14/04/2000,0.9596,0.962,0.951
17/04/2000,0.9535,0.967,0.9522
18/04/2000,0.9474,0.9525,0.9426
19/04/2000,0.9397,0.949,0.936
20/04/2000,0.9375,0.9425,0.9358
21/04/2000,0.938,0.9397,0.9366
24/04/2000,0.9395,0.9449,0.9365
25/04/2000,0.92,0.9395,0.9163
26/04/2000,0.9235,0.925,0.9175
27/04/2000,0.9107,0.9249,0.906
28/04/2000,0.9093,0.9136,0.903
01/05/2000,0.9166,0.9171,0.9071
02/05/2000,0.9075,0.9172,0.9033
03/05/2000,0.895,0.9106,0.8886
04/05/2000,0.8902,0.897,0.8845
05/05/2000,0.8985,0.9011,0.8905
08/05/2000,0.8917,0.9045,0.8919
09/05/2000,0.9067,0.908,0.8945
10/05/2000,0.909,0.9128,0.905
11/05/2000,0.8992,0.9107,0.8992
12/05/2000,0.9185,0.9199,0.898
15/05/2000,0.9123,0.919,0.9122
16/05/2000,0.9034,0.9105,0.9024
17/05/2000,0.8952,0.903,0.889
18/05/2000,0.8934,0.896,0.8905
19/05/2000,0.8991,0.9002,0.8845
22/05/2000,0.9048,0.9074,0.8955
23/05/2000,0.9059,0.9155,0.9017
24/05/2000,0.9069,0.9126,0.903
25/05/2000,0.9124,0.913,0.898
26/05/2000,0.9314,0.934,0.911
29/05/2000,0.9265,0.9335,0.924
30/05/2000,0.9318,0.941,0.9245
31/05/2000,0.9358,0.9375,0.928
01/06/2000,0.9327,0.938,0.9283
02/06/2000,0.9421,0.9504,0.9297
05/06/2000,0.9485,0.949,0.9413
06/06/2000,0.9548,0.96,0.945
07/06/2000,0.9621,0.9627,0.953
08/06/2000,0.9567,0.9702,0.9513
09/06/2000,0.9537,0.957,0.946
12/06/2000,0.9535,0.956,0.949
13/06/2000,0.9606,0.9626,0.952
14/06/2000,0.9605,0.9655,0.9575
15/06/2000,0.9535,0.9605,0.95
16/06/2000,0.9654,0.9657,0.9485
19/06/2000,0.9591,0.9695,0.9576
20/06/2000,0.9579,0.962,0.9536
21/06/2000,0.945,0.9545,0.9431
22/06/2000,0.9379,0.9475,0.9345
23/06/2000,0.9362,0.9529,0.934
26/06/2000,0.9382,0.9396,0.9295
27/06/2000,0.9466,0.9468,0.9355
28/06/2000,0.9431,0.947,0.9399
29/06/2000,0.9521,0.9536,0.9415
30/06/2000,0.9536,0.9602,0.9505
03/07/2000,0.9507,0.9545,0.948
04/07/2000,0.952,0.9521,0.946
05/07/2000,0.9535,0.9572,0.9505
06/07/2000,0.9506,0.9595,0.9495
07/07/2000,0.9468,0.9527,0.9458
10/07/2000,0.9545,0.9549,0.9475
11/07/2000,0.9519,0.9565,0.9492
12/07/2000,0.9419,0.9525,0.9392
13/07/2000,0.9363,0.9425,0.9329
14/07/2000,0.9377,0.939,0.9317
17/07/2000,0.9356,0.94,0.934
18/07/2000,0.9264,0.9365,0.923
19/07/2000,0.9232,0.926,0.9193
20/07/2000,0.9328,0.9333,0.92
21/07/2000,0.937,0.9381,0.931
24/07/2000,0.9327,0.9375,0.931
25/07/2000,0.938,0.9428,0.932
26/07/2000,0.9416,0.945,0.938
27/07/2000,0.9323,0.944,0.9316
28/07/2000,0.9234,0.9335,0.9225
31/07/2000,0.9269,0.9294,0.922
01/08/2000,0.9145,0.9285,0.914
02/08/2000,0.912,0.919,0.9113
03/08/2000,0.907,0.918,0.8997
04/08/2000,0.9079,0.91,0.9014
07/08/2000,0.9084,0.9112,0.905
08/08/2000,0.9018,0.909,0.8987
09/08/2000,0.8986,0.9034,0.8963
10/08/2000,0.9077,0.9097,0.9005
11/08/2000,0.9033,0.914,0.9023
14/08/2000,0.9052,0.9068,0.9001
15/08/2000,0.9132,0.914,0.9055
16/08/2000,0.9157,0.9175,0.9065
17/08/2000,0.9173,0.9176,0.9117
18/08/2000,0.9068,0.9185,0.9062
21/08/2000,0.9018,0.9075,0.9009
22/08/2000,0.8974,0.9035,0.8949
23/08/2000,0.9002,0.9004,0.891
24/08/2000,0.9023,0.9051,0.8995
25/08/2000,0.9027,0.9072,0.8975
28/08/2000,0.9001,0.9045,0.8986
29/08/2000,0.8924,0.902,0.8914
30/08/2000,0.8926,0.894,0.887
31/08/2000,0.8878,0.897,0.8838
01/09/2000,0.8997,0.9018,0.8875
04/09/2000,0.8985,0.904,0.8965
05/09/2000,0.8888,0.899,0.885
06/09/2000,0.8703,0.8895,0.8688
07/09/2000,0.8736,0.8766,0.8635
08/09/2000,0.8695,0.874,0.864
11/09/2000,0.8586,0.8725,0.8565
12/09/2000,0.8627,0.8691,0.855
13/09/2000,0.8613,0.8705,0.8585
14/09/2000,0.8647,0.8735,0.8565
15/09/2000,0.8556,0.87,0.8535
18/09/2000,0.8539,0.8575,0.8512
19/09/2000,0.8515,0.8565,0.8476
20/09/2000,0.8478,0.852,0.844
21/09/2000,0.8581,0.8593,0.846
22/09/2000,0.8789,0.904,0.8573
25/09/2000,0.8726,0.883,0.871
26/09/2000,0.8822,0.8833,0.873
27/09/2000,0.8834,0.8885,0.8782
28/09/2000,0.8817,0.8863,0.878
29/09/2000,0.8821,0.885,0.875
02/10/2000,0.8784,0.8855,0.878
03/10/2000,0.8741,0.8785,0.873
04/10/2000,0.8746,0.878,0.8716
05/10/2000,0.8691,0.8786,0.8679
06/10/2000,0.868,0.874,0.8666
09/10/2000,0.868,0.871,0.867
10/10/2000,0.8714,0.8745,0.866
11/10/2000,0.8688,0.8765,0.868
12/10/2000,0.8626,0.868,0.8612
13/10/2000,0.8537,0.866,0.8529
16/10/2000,0.8496,0.856,0.8459
17/10/2000,0.8554,0.8556,0.8475
18/10/2000,0.8382,0.8575,0.8326
19/10/2000,0.8435,0.8445,0.8381
20/10/2000,0.8419,0.849,0.8349
23/10/2000,0.8355,0.842,0.8349
24/10/2000,0.8371,0.84,0.8345
25/10/2000,0.8276,0.8385,0.8248
26/10/2000,0.829,0.8321,0.8228
27/10/2000,0.8399,0.8444,0.8285
30/10/2000,0.8425,0.853,0.839
31/10/2000,0.849,0.85,0.838
01/11/2000,0.8609,0.8614,0.847
02/11/2000,0.8604,0.8665,0.8555
03/11/2000,0.8652,0.88,0.8575
06/11/2000,0.8606,0.873,0.8559
07/11/2000,0.8614,0.8665,0.8576
08/11/2000,0.855,0.869,0.8517
09/11/2000,0.8658,0.8674,0.852
10/11/2000,0.8614,0.8705,0.8598
13/11/2000,0.8605,0.8665,0.8579
14/11/2000,0.8569,0.8615,0.8549
15/11/2000,0.8578,0.863,0.8554
16/11/2000,0.8521,0.86,0.8516
17/11/2000,0.8475,0.8575,0.8482
20/11/2000,0.8493,0.8522,0.8463
21/11/2000,0.8433,0.853,0.8416
22/11/2000,0.8446,0.8485,0.8411
23/11/2000,0.839,0.846,0.8385
24/11/2000,0.84,0.8455,0.8375
27/11/2000,0.8519,0.8525,0.839
28/11/2000,0.8565,0.858,0.8505
29/11/2000,0.8581,0.8658,0.8555
30/11/2000,0.872,0.8737,0.857
01/12/2000,0.8783,0.879,0.8701
04/12/2000,0.8874,0.8932,0.8755
05/12/2000,0.8806,0.8905,0.8787
06/12/2000,0.8909,0.892,0.877
07/12/2000,0.8888,0.8975,0.8856
08/12/2000,0.8831,0.8915,0.8822
11/12/2000,0.8774,0.8865,0.875
12/12/2000,0.8803,0.884,0.8753
13/12/2000,0.8758,0.882,0.8715
14/12/2000,0.8892,0.8901,0.8755
15/12/2000,0.8958,0.9,0.8905
18/12/2000,0.8937,0.9015,0.8924
19/12/2000,0.8933,0.8965,0.888
20/12/2000,0.9079,0.9095,0.895
21/12/2000,0.914,0.917,0.906
22/12/2000,0.9235,0.926,0.9145
25/12/2000,0.9235,0.9235,0.9235
26/12/2000,0.932,0.9325,0.9235
27/12/2000,0.9304,0.934,0.9273
28/12/2000,0.9286,0.932,0.9247
29/12/2000,0.9398,0.94,0.928
01/01/2001,0.9398,0.9398,0.9398
02/01/2001,0.9488,0.9515,0.937
03/01/2001,0.9291,0.957,0.9269
04/01/2001,0.9503,0.952,0.9265
05/01/2001,0.9575,0.9595,0.9467
08/01/2001,0.9506,0.959,0.9468
09/01/2001,0.9441,0.9475,0.9385
10/01/2001,0.939,0.9465,0.9379
11/01/2001,0.9517,0.9554,0.9465
12/01/2001,0.9504,0.958,0.9468
15/01/2001,0.9425,0.953,0.941
16/01/2001,0.9413,0.9445,0.9373
17/01/2001,0.9344,0.945,0.929
18/01/2001,0.9444,0.9465,0.935
19/01/2001,0.9342,0.9505,0.9339
22/01/2001,0.9381,0.9396,0.9271
23/01/2001,0.9389,0.945,0.937
24/01/2001,0.9234,0.937,0.9216
25/01/2001,0.9214,0.924,0.9118
26/01/2001,0.924,0.9315,0.9199
29/01/2001,0.9184,0.926,0.9177
30/01/2001,0.927,0.928,0.9145
31/01/2001,0.9365,0.9365,0.9255
01/02/2001,0.942,0.9445,0.936
02/02/2001,0.9348,0.942,0.9318
05/02/2001,0.9389,0.9441,0.934
06/02/2001,0.93,0.9385,0.9284
07/02/2001,0.9308,0.935,0.926
08/02/2001,0.9178,0.93,0.9151
09/02/2001,0.9263,0.9273,0.913
12/02/2001,0.9313,0.933,0.9245
13/02/2001,0.9205,0.933,0.9172
14/02/2001,0.919,0.922,0.9166
15/02/2001,0.9034,0.9195,0.9028
16/02/2001,0.9162,0.9177,0.9045
19/02/2001,0.9215,0.9235,0.912
20/02/2001,0.9097,0.924,0.9051
21/02/2001,0.9083,0.918,0.906
22/02/2001,0.9051,0.913,0.9016
23/02/2001,0.919,0.9208,0.9025
26/02/2001,0.9115,0.9185,0.9079
27/02/2001,0.917,0.9206,0.9085
28/02/2001,0.9233,0.9255,0.916
01/03/2001,0.9319,0.9321,0.922
02/03/2001,0.9342,0.938,0.9285
05/03/2001,0.93,0.9365,0.9284
06/03/2001,0.9335,0.9339,0.925
07/03/2001,0.9287,0.937,0.9263
08/03/2001,0.9317,0.934,0.927
09/03/2001,0.9324,0.9375,0.9295
12/03/2001,0.9279,0.934,0.926
13/03/2001,0.9142,0.931,0.9133
14/03/2001,0.9097,0.921,0.908
15/03/2001,0.9007,0.913,0.8957
16/03/2001,0.8956,0.9,0.8913
19/03/2001,0.8985,0.9015,0.8935
20/03/2001,0.9086,0.909,0.8985
21/03/2001,0.8957,0.9125,0.8936
22/03/2001,0.8879,0.8965,0.8833
23/03/2001,0.889,0.8965,0.8855
26/03/2001,0.896,0.8968,0.8885
27/03/2001,0.8931,0.8992,0.8897
28/03/2001,0.8863,0.8945,0.8848
29/03/2001,0.8826,0.8885,0.8798
30/03/2001,0.879,0.886,0.8755
02/04/2001,0.8799,0.8836,0.873
03/04/2001,0.8962,0.8969,0.8795
04/04/2001,0.9023,0.9051,0.8935
05/04/2001,0.8966,0.909,0.894
06/04/2001,0.9027,0.9049,0.8925
09/04/2001,0.8981,0.9045,0.899
10/04/2001,0.8881,0.899,0.8862
11/04/2001,0.887,0.8915,0.881
12/04/2001,0.8917,0.8942,0.8837
13/04/2001,0.891,0.8934,0.89
16/04/2001,0.8862,0.8905,0.8833
17/04/2001,0.8819,0.891,0.8777
18/04/2001,0.8846,0.8897,0.8699
19/04/2001,0.894,0.8957,0.881
20/04/2001,0.9039,0.9047,0.8955
23/04/2001,0.8972,0.9025,0.8945
24/04/2001,0.8942,0.901,0.8931
25/04/2001,0.8965,0.9001,0.8905
26/04/2001,0.9039,0.9041,0.8945
27/04/2001,0.8913,0.9055,0.889
30/04/2001,0.8883,0.8925,0.8853
01/05/2001,0.8921,0.894,0.8855
02/05/2001,0.8932,0.8951,0.8885
03/05/2001,0.89,0.8975,0.8882
04/05/2001,0.8946,0.901,0.8894
07/05/2001,0.8904,0.8935,0.8901
08/05/2001,0.8835,0.891,0.8827
09/05/2001,0.8849,0.8859,0.8814
10/05/2001,0.8819,0.892,0.8781
11/05/2001,0.8762,0.8825,0.8737
14/05/2001,0.8744,0.876,0.8727
15/05/2001,0.8782,0.8799,0.873
16/05/2001,0.8743,0.8865,0.875
17/05/2001,0.8829,0.888,0.879
18/05/2001,0.8796,0.883,0.8756
21/05/2001,0.8769,0.882,0.874
22/05/2001,0.8652,0.8775,0.8626
23/05/2001,0.8552,0.8662,0.8548
24/05/2001,0.8566,0.8612,0.85
25/05/2001,0.8582,0.8625,0.8535
28/05/2001,0.8595,0.8615,0.858
29/05/2001,0.8561,0.861,0.8529
30/05/2001,0.8569,0.859,0.8535
31/05/2001,0.8562,0.8568,0.8444
01/06/2001,0.8476,0.8497,0.8433
04/06/2001,0.846,0.8538,0.8442
05/06/2001,0.8525,0.8535,0.842
06/06/2001,0.8478,0.857,0.8448
07/06/2001,0.8505,0.8516,0.8455
08/06/2001,0.8512,0.8517,0.846
11/06/2001,0.8438,0.854,0.8411
12/06/2001,0.852,0.8535,0.8414
13/06/2001,0.8531,0.8568,0.851
14/06/2001,0.8629,0.8635,0.8486
15/06/2001,0.8615,0.8672,0.86
18/06/2001,0.8611,0.8645,0.8575
19/06/2001,0.854,0.8612,0.8531
20/06/2001,0.8545,0.8557,0.8496
21/06/2001,0.8552,0.858,0.8515
22/06/2001,0.856,0.8576,0.851
25/06/2001,0.8605,0.8625,0.8565
26/06/2001,0.8633,0.865,0.8585
27/06/2001,0.8608,0.866,0.8588
28/06/2001,0.8443,0.8615,0.8435
29/06/2001,0.8494,0.8497,0.8435
02/07/2001,0.8463,0.8515,0.8435
03/07/2001,0.848,0.8505,0.8455
04/07/2001,0.846,0.8505,0.8435
05/07/2001,0.8365,0.848,0.8355
06/07/2001,0.8473,0.8477,0.8345
09/07/2001,0.8477,0.8507,0.844
10/07/2001,0.8548,0.8574,0.8485
11/07/2001,0.8594,0.8641,0.8535
